00A YYYY.dec             Lat            Lon        Depth     cumD(cm)                 EVID                       CSID                   Mag        D(cm)
2004.4200735870775      36.57375     -121.25389   10.292      8.57097             21368241    SJBPK1037_freq8-24Hz_maxdist3_coh9500   1.00      4.28549
2004.4412786821999      36.57375     -121.25389   10.292     12.85646             21370022    SJBPK1037_freq8-24Hz_maxdist3_coh9500   1.00      4.28549
1999.1187746385083      37.08977     -122.03558    9.371      5.84992             30217085    SJBPK1038_freq8-24Hz_maxdist3_coh9500   1.53      5.84992
2004.3065877985225      37.08977     -122.03558    9.371     10.42133             21359477    SJBPK1038_freq8-24Hz_maxdist3_coh9500   1.11      4.57141
2004.2972484061931      37.26184     -121.98937    4.568      5.14103             21358901    SJBPK1039_freq8-24Hz_maxdist3_coh9500   1.31      5.14103
2004.2979042703905      37.26184     -121.98937    4.568     10.72252             21358945    SJBPK1039_freq8-24Hz_maxdist3_coh9500   1.45      5.58149
2013.7678024479960      36.98417     -121.63853    2.761      6.16737             72083366     SJBPK103_freq8-24Hz_maxdist3_coh9500   1.62      6.16737
2016.4333407015281      36.98417     -121.63853    2.761     12.51849             72647396     SJBPK103_freq8-24Hz_maxdist3_coh9500   1.67      6.35112
2004.2801385410341      36.00301     -120.56143    9.880      4.51804             21357630    SJBPK1040_freq8-24Hz_maxdist3_coh9500   1.09      4.51804
2004.7521402550092      36.00301     -120.56143    9.880      9.03608             21402426    SJBPK1040_freq8-24Hz_maxdist3_coh9500   1.09      4.51804
2004.8385067230824      36.00301     -120.56143    9.880     13.60749             21416692    SJBPK1040_freq8-24Hz_maxdist3_coh9500   1.11      4.57141
2004.8991953804898      36.00301     -120.56143    9.880     18.12552             21422530    SJBPK1040_freq8-24Hz_maxdist3_coh9500   1.09      4.51804
2005.0849737442923      36.00301     -120.56143    9.880     22.64356             21436697    SJBPK1040_freq8-24Hz_maxdist3_coh9500   1.09      4.51804
2004.2709837014268      36.96112     -121.58208    5.100      5.20176             21356821    SJBPK1041_freq8-24Hz_maxdist3_coh9500   1.33      5.20176
2004.2712925015180      36.96112     -121.58208    5.100      9.99302             21356839    SJBPK1041_freq8-24Hz_maxdist3_coh9500   1.19      4.79126
2004.2666530687109      37.30288     -122.23431    3.880      7.75443             21356446    SJBPK1042_freq8-24Hz_maxdist3_coh9500   2.01      7.75443
2004.2707561728396      37.30288     -122.23431    3.880     12.24602             21356797    SJBPK1042_freq8-24Hz_maxdist3_coh9500   1.08      4.49159
2004.2719339139344      37.30288     -122.23431    3.880     20.00045             21356894    SJBPK1042_freq8-24Hz_maxdist3_coh9500   2.01      7.75443
2004.2640696784558      36.76049     -121.39828    8.720      4.41316             21356197    SJBPK1043_freq8-24Hz_maxdist3_coh9500   1.05      4.41316
2004.2661315396681      36.76049     -121.39828    8.720     10.06058             30227332    SJBPK1043_freq8-24Hz_maxdist3_coh9500   1.47      5.64742
2004.2630551128314      36.00457     -120.56195    5.428      4.57141             21356119    SJBPK1044_freq8-24Hz_maxdist3_coh9500   1.11      4.57141
2004.8816180935034      36.00457     -120.56195    5.428      8.93305             21420797    SJBPK1044_freq8-24Hz_maxdist3_coh9500   1.03      4.36164
2004.2470734669096      36.96325     -121.58925    5.948      9.08657             21354880    SJBPK1045_freq8-24Hz_maxdist3_coh9500   2.28      9.08657
2005.4445260337393      36.96325     -121.58925    5.948     16.57257             21461912    SJBPK1045_freq8-24Hz_maxdist3_coh9500   1.95      7.48600
2014.7673466197361      36.96325     -121.58925    5.948     21.68350             72322716    SJBPK1045_freq8-24Hz_maxdist3_coh9500   1.30      5.11093
2004.2460555808541      35.94948     -120.49746   11.010      8.46837             21354834    SJBPK1046_freq8-24Hz_maxdist3_coh9500   2.16      8.46837
2007.6538199200913      35.94948     -120.49746   11.010     15.78061             51185980    SJBPK1046_freq8-24Hz_maxdist3_coh9500   1.91      7.31223
2004.2447910025805      35.89262     -120.43923   10.730      4.57141             21354702    SJBPK1047_freq8-24Hz_maxdist3_coh9500   1.11      4.57141
2004.7600292514167      35.89262     -120.43923   10.730      9.41927             21404866    SJBPK1047_freq8-24Hz_maxdist3_coh9500   1.21      4.84786
2004.8337421890812      35.89262     -120.43923   10.730     14.04467             21416208    SJBPK1047_freq8-24Hz_maxdist3_coh9500   1.13      4.62541
2004.9029785531775      35.89262     -120.43923   10.730     18.64300             21422888    SJBPK1047_freq8-24Hz_maxdist3_coh9500   1.12      4.59833
2004.9601110605140      35.89262     -120.43923   10.730     24.06301             21427936    SJBPK1047_freq8-24Hz_maxdist3_coh9500   1.40      5.42001
2005.1483519152714      35.89262     -120.43923   10.730     29.48302             21441436    SJBPK1047_freq8-24Hz_maxdist3_coh9500   1.40      5.42001
2005.5123281329275      35.89262     -120.43923   10.730     34.41703             21467614    SJBPK1047_freq8-24Hz_maxdist3_coh9500   1.24      4.93401
2005.7470401445967      35.89262     -120.43923   10.730     39.58833             21486689    SJBPK1047_freq8-24Hz_maxdist3_coh9500   1.32      5.17130
2006.2499801496701      35.89262     -120.43923   10.730     44.15974             21511399    SJBPK1047_freq8-24Hz_maxdist3_coh9500   1.11      4.57141
2007.0773302257737      35.89262     -120.43923   10.730     48.54707             51178157    SJBPK1047_freq8-24Hz_maxdist3_coh9500   1.04      4.38733
1997.5446860096397      36.96416     -121.58864    6.386      4.84786             51015730    SJBPK1048_freq8-24Hz_maxdist3_coh9500   1.21      4.84786
1998.7372132483511      36.96416     -121.58864    6.386      9.52790             30199100    SJBPK1048_freq8-24Hz_maxdist3_coh9500   1.15      4.68004
2004.2314526411658      36.96416     -121.58864    6.386     14.43303             21353379    SJBPK1048_freq8-24Hz_maxdist3_coh9500   1.23      4.90512
2018.5762988647894      36.96416     -121.58864    6.386     19.45472             73060516    SJBPK1048_freq8-24Hz_maxdist3_coh9500   1.27      5.02169
1994.9137669013191      36.98933     -121.65628    4.349      4.51804             30063583    SJBPK1049_freq8-24Hz_maxdist3_coh9500   1.09      4.51804
2004.2193108049989      36.98933     -121.65628    4.349      9.71979             21352441    SJBPK1049_freq8-24Hz_maxdist3_coh9500   1.33      5.20176
2013.7631262683917      36.76814     -121.27313    8.151      5.48403             72082146     SJBPK104_freq8-24Hz_maxdist3_coh9500   1.42      5.48403
2013.7631529363268      36.76814     -121.27313    8.151      9.87136             72082156     SJBPK104_freq8-24Hz_maxdist3_coh9500   1.04      4.38733
2004.2036413428457      36.18015     -120.75185    2.121      6.05968             21350594    SJBPK1050_freq8-24Hz_maxdist3_coh9500   1.59      6.05968
2011.4158471588025      36.18015     -120.75185    2.121     10.87916             71578685    SJBPK1050_freq8-24Hz_maxdist3_coh9500   1.20      4.81948
2014.7206978373922      36.18015     -120.75185    2.121     15.72702             72302816    SJBPK1050_freq8-24Hz_maxdist3_coh9500   1.21      4.84786
2018.4393969431760      36.18015     -120.75185    2.121     20.63215             73028221    SJBPK1050_freq8-24Hz_maxdist3_coh9500   1.23      4.90512
1995.8744061073060      36.68865     -121.32144    4.604      6.69576             30089889    SJBPK1051_freq8-24Hz_maxdist3_coh9500   1.76      6.69576
2004.1893436298319      36.68865     -121.32144    4.604     12.47739             21349272    SJBPK1051_freq8-24Hz_maxdist3_coh9500   1.51      5.78163
2019.8409462201928      36.68865     -121.32144    4.604     18.36176             73300465    SJBPK1051_freq8-24Hz_maxdist3_coh9500   1.54      5.88437
2004.1879055669399      36.23724     -120.79955    5.669      5.20176             21349089    SJBPK1052_freq8-24Hz_maxdist3_coh9500   1.33      5.20176
2005.3352672501269      36.23724     -120.79955    5.669      9.56340             21453751    SJBPK1052_freq8-24Hz_maxdist3_coh9500   1.03      4.36164
2004.1842060374925      36.94144     -121.42281    8.156      4.90512             21348657    SJBPK1053_freq8-24Hz_maxdist3_coh9500   1.23      4.90512
2004.1843610225662      36.94144     -121.42281    8.156      9.50345             21348676    SJBPK1053_freq8-24Hz_maxdist3_coh9500   1.12      4.59833
1993.9173566083207      35.91886     -120.46649    6.624      4.41316             30036449    SJBPK1054_freq8-24Hz_maxdist3_coh9500   1.05      4.41316
1995.6393335553018      35.91886     -120.46649    6.624      9.55419             30080992    SJBPK1054_freq8-24Hz_maxdist3_coh9500   1.31      5.14103
2004.1734620711900      35.91886     -120.46649    6.624     14.69522             21347683    SJBPK1054_freq8-24Hz_maxdist3_coh9500   1.31      5.14103
2004.7442224499089      35.91886     -120.46649    6.624     19.65828             21401197    SJBPK1054_freq8-24Hz_maxdist3_coh9500   1.25      4.96307
2004.7565987085104      35.91886     -120.46649    6.624     24.36589             21403262    SJBPK1054_freq8-24Hz_maxdist3_coh9500   1.16      4.70761
2004.8302854622041      35.91886     -120.46649    6.624     29.12910             21415938    SJBPK1054_freq8-24Hz_maxdist3_coh9500   1.18      4.76321
2005.1746286783359      35.91886     -120.46649    6.624     34.15079             21443346    SJBPK1054_freq8-24Hz_maxdist3_coh9500   1.27      5.02169
2010.8382763191273      35.91886     -120.46649    6.624     38.51244             71482996    SJBPK1054_freq8-24Hz_maxdist3_coh9500   1.03      4.36164
2018.2758766489092      35.91886     -120.46649    6.624     42.92560             72998326    SJBPK1054_freq8-24Hz_maxdist3_coh9500   1.05      4.41316
2004.1572101421777      36.85453     -121.40744    8.337      7.18456             21346480    SJBPK1055_freq8-24Hz_maxdist3_coh9500   1.88      7.18456
2010.3861519850329      36.85453     -121.40744    8.337     12.93234             71402186    SJBPK1055_freq8-24Hz_maxdist3_coh9500   1.50      5.74778
2004.1500213772515      36.96720     -121.60469    5.421      7.39861             21345662    SJBPK1056_freq8-24Hz_maxdist3_coh9500   1.93      7.39861
2011.3124493277523      36.96720     -121.60469    5.421     12.72398             71564996    SJBPK1056_freq8-24Hz_maxdist3_coh9500   1.37      5.32537
